id,max_stack,skills,abilities,name,req_level,req_race,req_alignment,req_body_type,req_body_part,req_constitution,req_competence,req_development,req_int_gp,req_str_gp,req_dex_gp,req_tgh_gp,req_wis_gp,req_med_gp,req_sth_gp,req_per_gp,req_dodge_cp,req_block_cp,req_mma_cp,req_finesse_cp,req_crude_cp,req_archery_cp,req_firearms_cp,req_thrown_cp,req_bite_cp,req_claw_cp,req_swipe_cp,req_sting_cp,mod_ms_cap,mod_gp_cap,mod_cp_cap,mod_composure,mod_stamina,mod_ms,mod_evasion,mod_protection,mod_wrestling,mod_total_hp_incr,mod_body_phys_res,mod_body_elem_res,mod_int_gp,mod_str_gp,mod_dex_gp,mod_tgh_gp,mod_wis_gp,mod_med_gp,mod_sth_gp,mod_per_gp,mod_dodge_cp,mod_block_cp,mod_mma_cp,mod_finesse_cp,mod_crude_cp,mod_archery_cp,mod_firearms_cp,mod_thrown_cp,mod_bite_cp,mod_claw_cp,mod_swipe_cp,mod_sting_cp,mod_eq_phys_res,mod_eq_elem_res,mod_weight,mod_ease,com_base_dmg,com_dmg_var,com_dmg_type,com_range_config,com_att_rat,com_armor_pen,com_reload_cycle,com_aoe,com_block_rat,com_quick_act,com_two_hand,com_rel_cp
precise,1,bulls_eye,,Precise,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrestler,1,,,Wrestler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasty,1,,"(haste, 1)",Hasty,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skilled,1,throw_weapon,,Skilled,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gladiator,1,,"(deft, 1)",Gladiator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sniper,1,,"(snipe, 1)",Sniper,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headhunter,1,,"(headshot, 1)",Headhunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stalker,1,,"(stalk, 1)",Stalker,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vagabond,1,,"(nimble, 1)",Vagabond,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal_handler,1,,"(pet_handling, 1)",Animal Handler,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engineer,1,,"(operate, 1)",Engineer,,,,HUMANOID,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fortunous,1,,"(lucky, 1)",Fortunous,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handy,1,,"(quick_fix, 1)",Handy,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protector,1,,,Protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracer_shot,1,,"(mark, 1)",Tracer-shot,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healer,1,,"(heal, 1)",Healer,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savant,1,,"(intuit, 1)",Savant,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fortunate,1,,"(serendipity, 1)",Fortunate,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surgeon,1,,"(mend, 1)",Surgeon,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durable,1,,"(durable, 1)",Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanic,1,,"(titanic, 1)",Titanic,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasoned,1,,"(seasoned, 1)",Seasoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
culling,1,,"(culling, 1)",Culling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha,1,,"(alpha, 1)",Alpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloodthirsty,1,,"(bloodthirsty, 1)",Bloodthirsty,,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hovering_trait,1,,"(hovering, 1)",Hovering (trait),,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying_trait,1,,"(flying, 1)",Flying (trait),,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,1,,"(quick, 1)",Agile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hibernate,1,,"(hibernate, 1)",Hibernate,,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamic,1,,"(dynamic, 1)",Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
consume,1,consume,,Consume,,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symbiotic,1,,"(symbiotic, 1)",Symbiotic,,ANIMUS,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furious,1,,"(fury, 1)",Furious,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maneuvering,1,battle_maneuver,,Maneuvering,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reckless,1,,"(murderous, 1)",Reckless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light,1,,"(slow_fall, 1)",Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light_footed,1,,"(light_footed, 1)",Light-footed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
climber,1,,"(scale, 1)",Climber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clandestine,1,,"(camouflage, 1)",Clandestine,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opportunistic,1,,"(teamwork, 1)",Opportunistic,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regenerative,1,,"(regeneration, 1)",Regenerative,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heightened_senses_trait,1,,"(locate, 1)",Heightened senses (trait),,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chameleon_trait,1,,"(camouflage, 1)",Chameleon (trait),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speedy,1,,,Speedy,,ANIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaping,1,leaping,,Leaping,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloaking,1,,"(hide, 1)",Cloaking,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cunning,1,,"(backstab, 1)",Cunning,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
